输入值,主机,结论,通过项数,总项数,失败项数,通过率(%),全绿,失败项列表,DNS成功,解析IP列表,Polling主机,Polling DNS成功,Polling解析IP列表,端口53成功,端口53耗时毫秒,端口53Banner,端口53错误,端口80成功,端口80耗时毫秒,端口80Banner,端口80错误,端口443成功,端口443耗时毫秒,端口443Banner,端口443错误,端口25成功,端口25耗时毫秒,端口25Banner,端口25错误,端口587成功,端口587耗时毫秒,端口587Banner,端口587错误,端口465成功,端口465耗时毫秒,端口465Banner,端口465错误,HTTP成功,HTTP状态码,HTTP耗时毫秒,HTTP服务器,HTTP标题,HTTP错误,HTTPS成功,HTTPS状态码,HTTPS耗时毫秒,HTTPS服务器,HTTPS标题,HTTPS错误,Polling HTTP成功,Polling HTTP状态码,Polling HTTP耗时毫秒,Polling HTTP服务器,Polling HTTP标题,Polling HTTP错误,Polling HTTPS成功,Polling HTTPS状态码,Polling HTTPS耗时毫秒,Polling HTTPS服务器,Polling HTTPS标题,Polling HTTPS错误
https://scacollab.org,scacollab.org,通过但有警告,10,12,2,83.33,False,tcp:53|tcp:465,True,3.220.198.57,polling.scacollab.org,True,3.220.198.57,False,3303,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,296,,,True,318,,,True,697,220 scacollab.org Burp Collaborator Server ready,,True,636,220 scacollab.org Burp Collaborator Server ready,,False,2113,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'scacollab.org'. (_ssl.c:992)",True,200,1846,Burp Collaborator https://burpcollaborator.net/,,,True,200,1747,Burp Collaborator https://burpcollaborator.net/,,,True,200,958,Burp Collaborator https://burpcollaborator.net/,,,True,200,1969,Burp Collaborator https://burpcollaborator.net/,,
www.rw8.me,www.rw8.me,失败,0,12,12,0.0,False,dns|polling_dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https|polling_http|polling_https,False,,polling.www.rw8.me,False,,False,13060,,[Errno 11002] getaddrinfo failed,False,12223,,[Errno 11002] getaddrinfo failed,False,12806,,[Errno 11002] getaddrinfo failed,False,10988,,[Errno 11002] getaddrinfo failed,False,10893,,[Errno 11002] getaddrinfo failed,False,10699,,[Errno 11002] getaddrinfo failed,False,,10599,,,"HTTPConnectionPool(host='www.rw8.me', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.rw8.me', port=80): Failed to resolve 'www.rw8.me' ([Errno 11002] getaddrinfo failed)""))",False,,10340,,,"HTTPSConnectionPool(host='www.rw8.me', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.rw8.me', port=443): Failed to resolve 'www.rw8.me' ([Errno 11002] getaddrinfo failed)""))",False,,12081,,,"HTTPConnectionPool(host='polling.www.rw8.me', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.www.rw8.me', port=80): Failed to resolve 'polling.www.rw8.me' ([Errno 11002] getaddrinfo failed)""))",False,,12504,,,"HTTPSConnectionPool(host='polling.www.rw8.me', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.www.rw8.me', port=443): Failed to resolve 'polling.www.rw8.me' ([Errno 11002] getaddrinfo failed)""))"
https://3.14.76.0,3.14.76.0,失败,6,12,6,50.0,False,polling_dns|tcp:53|tcp:25|tcp:465|polling_http|polling_https,True,3.14.76.0,polling.3.14.76.0,False,,False,3193,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,214,,,True,216,,,False,400,,[WinError 10054] 远程主机强迫关闭了一个现有的连接。,True,519,220 c.sgttest.com.br Burp Collaborator Server ready,,False,1225,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '3.14.76.0'. (_ssl.c:992)",True,200,787,Burp Collaborator https://burpcollaborator.net/,,,True,200,1658,Burp Collaborator https://burpcollaborator.net/,,,False,,167,,,"HTTPConnectionPool(host='polling.3.14.76.0', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.3.14.76.0', port=80): Failed to resolve 'polling.3.14.76.0' ([Errno 11001] getaddrinfo failed)""))",False,,40,,,"HTTPSConnectionPool(host='polling.3.14.76.0', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.3.14.76.0', port=443): Failed to resolve 'polling.3.14.76.0' ([Errno 11001] getaddrinfo failed)""))"
https://www.form3-infosec.com,www.form3-infosec.com,通过但有警告,11,12,1,91.67,False,tcp:53,True,18.130.37.164,polling.www.form3-infosec.com,True,18.130.37.164,False,3867,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,340,,,True,436,,,True,640,220 form3-infosec.com Burp Collaborator Server ready,,True,572,220 form3-infosec.com Burp Collaborator Server ready,,True,1845,220 form3-infosec.com Burp Collaborator Server ready,,True,200,492,Burp Collaborator https://burpcollaborator.net/,,,True,200,2191,Burp Collaborator https://burpcollaborator.net/,,,True,200,634,Burp Collaborator https://burpcollaborator.net/,,,True,200,2035,Burp Collaborator https://burpcollaborator.net/,,
burp.golnk.xyz,burp.golnk.xyz,失败,0,12,12,0.0,False,dns|polling_dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https|polling_http|polling_https,False,,polling.burp.golnk.xyz,False,,False,13267,,[Errno 11001] getaddrinfo failed,False,12007,,[Errno 11002] getaddrinfo failed,False,12694,,[Errno 11001] getaddrinfo failed,False,11504,,[Errno 11002] getaddrinfo failed,False,11857,,[Errno 11001] getaddrinfo failed,False,11757,,[Errno 11001] getaddrinfo failed,False,,10990,,,"HTTPConnectionPool(host='burp.golnk.xyz', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='burp.golnk.xyz', port=80): Failed to resolve 'burp.golnk.xyz' ([Errno 11002] getaddrinfo failed)""))",False,,12259,,,"HTTPSConnectionPool(host='burp.golnk.xyz', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='burp.golnk.xyz', port=443): Failed to resolve 'burp.golnk.xyz' ([Errno 11001] getaddrinfo failed)""))",False,,12199,,,"HTTPConnectionPool(host='polling.burp.golnk.xyz', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.burp.golnk.xyz', port=80): Failed to resolve 'polling.burp.golnk.xyz' ([Errno 11002] getaddrinfo failed)""))",False,,12120,,,"HTTPSConnectionPool(host='polling.burp.golnk.xyz', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.burp.golnk.xyz', port=443): Failed to resolve 'polling.burp.golnk.xyz' ([Errno 11002] getaddrinfo failed)""))"
https://oscar.pt3.io,oscar.pt3.io,失败,9,12,3,75.0,False,tcp:53|tcp:465|https,True,172.237.80.9,polling.oscar.pt3.io,True,172.237.80.9,False,6290,,timed out,True,1974,,,True,504,,,True,510,220 oscar.pt3.io Burp Collaborator Server ready,,True,4725,220 oscar.pt3.io Burp Collaborator Server ready,,False,8200,,_ssl.c:975: The handshake operation timed out,True,200,3289,Burp Collaborator https://burpcollaborator.net/,,,False,,14209,,,"HTTPSConnectionPool(host='oscar.pt3.io', port=443): Read timed out. (read timeout=6.0)",True,200,4601,Burp Collaborator https://burpcollaborator.net/,,,True,200,8706,Burp Collaborator https://burpcollaborator.net/,,
https://www.scacollab.org,www.scacollab.org,通过但有警告,11,12,1,91.67,False,tcp:53,True,3.220.198.57,polling.www.scacollab.org,True,3.220.198.57,False,3423,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,808,,,True,583,,,True,443,220 scacollab.org Burp Collaborator Server ready,,True,464,220 scacollab.org Burp Collaborator Server ready,,True,6535,220 scacollab.org Burp Collaborator Server ready,,True,200,485,Burp Collaborator https://burpcollaborator.net/,,,True,200,2903,Burp Collaborator https://burpcollaborator.net/,,,True,200,938,Burp Collaborator https://burpcollaborator.net/,,,True,200,4012,Burp Collaborator https://burpcollaborator.net/,,
https://44.213.223.235,44.213.223.235,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,44.213.223.235,polling.44.213.223.235,False,,False,6067,,timed out,True,242,,,True,255,,,True,489,220 collaborator.raveneye.com Burp Collaborator Server ready,,True,494,220 collaborator.raveneye.com Burp Collaborator Server ready,,False,1331,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '44.213.223.235'. (_ssl.c:992)",True,200,568,Burp Collaborator https://burpcollaborator.net/,,,True,200,3891,Burp Collaborator https://burpcollaborator.net/,,,False,,939,,,"HTTPConnectionPool(host='polling.44.213.223.235', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.44.213.223.235', port=80): Failed to resolve 'polling.44.213.223.235' ([Errno 11001] getaddrinfo failed)""))",False,,205,,,"HTTPSConnectionPool(host='polling.44.213.223.235', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.44.213.223.235', port=443): Failed to resolve 'polling.44.213.223.235' ([Errno 11001] getaddrinfo failed)""))"
https://3.73.191.12,3.73.191.12,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,3.73.191.12,polling.3.73.191.12,False,,False,3161,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,523,,,True,293,,,True,379,220 pt.etas.com Burp Collaborator Server ready,,True,567,220 pt.etas.com Burp Collaborator Server ready,,False,1703,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '3.73.191.12'. (_ssl.c:992)",True,200,764,Burp Collaborator https://burpcollaborator.net/,,,True,200,2917,Burp Collaborator https://burpcollaborator.net/,,,False,,14,,,"HTTPConnectionPool(host='polling.3.73.191.12', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.3.73.191.12', port=80): Failed to resolve 'polling.3.73.191.12' ([Errno 11001] getaddrinfo failed)""))",False,,3,,,"HTTPSConnectionPool(host='polling.3.73.191.12', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.3.73.191.12', port=443): Failed to resolve 'polling.3.73.191.12' ([Errno 11001] getaddrinfo failed)""))"
https://3.16.209.14,3.16.209.14,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,3.16.209.14,polling.3.16.209.14,False,,False,3357,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,276,,,True,498,,,True,1045,220 us.droidbox.cc Burp Collaborator Server ready,,True,874,220 us.droidbox.cc Burp Collaborator Server ready,,False,1162,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '3.16.209.14'. (_ssl.c:992)",True,200,1011,Burp Collaborator https://burpcollaborator.net/,,,True,200,2943,Burp Collaborator https://burpcollaborator.net/,,,False,,5,,,"HTTPConnectionPool(host='polling.3.16.209.14', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.3.16.209.14', port=80): Failed to resolve 'polling.3.16.209.14' ([Errno 11001] getaddrinfo failed)""))",False,,9,,,"HTTPSConnectionPool(host='polling.3.16.209.14', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.3.16.209.14', port=443): Failed to resolve 'polling.3.16.209.14' ([Errno 11001] getaddrinfo failed)""))"
https://3.121.184.60,3.121.184.60,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,3.121.184.60,polling.3.121.184.60,False,,False,3127,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,229,,,True,234,,,True,537,220 b.s2i.ninja Burp Collaborator Server ready,,True,867,220 b.s2i.ninja Burp Collaborator Server ready,,False,1476,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '3.121.184.60'. (_ssl.c:992)",True,200,1291,Burp Collaborator https://burpcollaborator.net/,,,True,200,1917,Burp Collaborator https://burpcollaborator.net/,,,False,,14,,,"HTTPConnectionPool(host='polling.3.121.184.60', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.3.121.184.60', port=80): Failed to resolve 'polling.3.121.184.60' ([Errno 11001] getaddrinfo failed)""))",False,,2,,,"HTTPSConnectionPool(host='polling.3.121.184.60', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.3.121.184.60', port=443): Failed to resolve 'polling.3.121.184.60' ([Errno 11001] getaddrinfo failed)""))"
https://rsmcollaborator.com,rsmcollaborator.com,通过但有警告,11,12,1,91.67,False,tcp:53,True,157.230.61.47,polling.rsmcollaborator.com,True,157.230.61.47,False,6986,,timed out,True,1357,,,True,385,,,True,1039,220 rsmcollaborator.com Burp Collaborator Server ready,,True,940,220 rsmcollaborator.com Burp Collaborator Server ready,,True,2976,220 rsmcollaborator.com Burp Collaborator Server ready,,True,200,1493,Burp Collaborator https://burpcollaborator.net/,,,True,200,2316,Burp Collaborator https://burpcollaborator.net/,,,True,200,618,Burp Collaborator https://burpcollaborator.net/,,,True,200,3620,Burp Collaborator https://burpcollaborator.net/,,
https://www.rsmcollaborator.com,www.rsmcollaborator.com,通过但有警告,11,12,1,91.67,False,tcp:53,True,157.230.61.47,polling.www.rsmcollaborator.com,True,157.230.61.47,False,7591,,timed out,True,591,,,True,1357,,,True,626,220 rsmcollaborator.com Burp Collaborator Server ready,,True,992,220 rsmcollaborator.com Burp Collaborator Server ready,,True,3442,220 rsmcollaborator.com Burp Collaborator Server ready,,True,200,1181,Burp Collaborator https://burpcollaborator.net/,,,True,200,2578,Burp Collaborator https://burpcollaborator.net/,,,True,200,893,Burp Collaborator https://burpcollaborator.net/,,,True,200,3395,Burp Collaborator https://burpcollaborator.net/,,
https://3.232.114.27,3.232.114.27,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,3.232.114.27,polling.3.232.114.27,False,,False,3616,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,467,,,True,356,,,True,513,220 collab.fortreumburp.net Burp Collaborator Server ready,,True,829,220 collab.fortreumburp.net Burp Collaborator Server ready,,False,1877,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '3.232.114.27'. (_ssl.c:992)",True,200,1026,Burp Collaborator https://burpcollaborator.net/,,,True,200,1350,Burp Collaborator https://burpcollaborator.net/,,,False,,293,,,"HTTPConnectionPool(host='polling.3.232.114.27', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.3.232.114.27', port=80): Failed to resolve 'polling.3.232.114.27' ([Errno 11001] getaddrinfo failed)""))",False,,270,,,"HTTPSConnectionPool(host='polling.3.232.114.27', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.3.232.114.27', port=443): Failed to resolve 'polling.3.232.114.27' ([Errno 11001] getaddrinfo failed)""))"
https://159.65.139.222,159.65.139.222,失败,1,12,11,8.33,False,polling_dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https|polling_http|polling_https,True,159.65.139.222,polling.159.65.139.222,False,,False,3874,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,3897,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,6070,,timed out,False,4005,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,3866,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,6141,,timed out,False,,3965,,,"HTTPConnectionPool(host='159.65.139.222', port=80): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPConnection(host='159.65.139.222', port=80): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。""))",False,,4308,,,"HTTPSConnectionPool(host='159.65.139.222', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='159.65.139.222', port=443): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。""))",False,,248,,,"HTTPConnectionPool(host='polling.159.65.139.222', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.159.65.139.222', port=80): Failed to resolve 'polling.159.65.139.222' ([Errno 11001] getaddrinfo failed)""))",False,,305,,,"HTTPSConnectionPool(host='polling.159.65.139.222', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.159.65.139.222', port=443): Failed to resolve 'polling.159.65.139.222' ([Errno 11001] getaddrinfo failed)""))"
https://3.135.147.13,3.135.147.13,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,3.135.147.13,polling.3.135.147.13,False,,False,3206,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,337,,,True,746,,,True,802,220 freezeebbb.com Burp Collaborator Server ready,,True,670,220 freezeebbb.com Burp Collaborator Server ready,,False,2508,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '3.135.147.13'. (_ssl.c:992)",True,200,1450,Burp Collaborator https://burpcollaborator.net/,,,True,200,1855,Burp Collaborator https://burpcollaborator.net/,,,False,,7,,,"HTTPConnectionPool(host='polling.3.135.147.13', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.3.135.147.13', port=80): Failed to resolve 'polling.3.135.147.13' ([Errno 11001] getaddrinfo failed)""))",False,,6,,,"HTTPSConnectionPool(host='polling.3.135.147.13', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.3.135.147.13', port=443): Failed to resolve 'polling.3.135.147.13' ([Errno 11001] getaddrinfo failed)""))"
https://3.223.62.26,3.223.62.26,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,3.223.62.26,polling.3.223.62.26,False,,False,3362,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,295,,,True,251,,,True,560,220 bc-1.vi27.com Burp Collaborator Server ready,,True,710,220 bc-1.vi27.com Burp Collaborator Server ready,,False,2986,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:992),True,200,673,Burp Collaborator https://burpcollaborator.net/,,,True,200,2120,Burp Collaborator https://burpcollaborator.net/,,,False,,26,,,"HTTPConnectionPool(host='polling.3.223.62.26', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.3.223.62.26', port=80): Failed to resolve 'polling.3.223.62.26' ([Errno 11001] getaddrinfo failed)""))",False,,4,,,"HTTPSConnectionPool(host='polling.3.223.62.26', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.3.223.62.26', port=443): Failed to resolve 'polling.3.223.62.26' ([Errno 11001] getaddrinfo failed)""))"
18.140.52.84,18.140.52.84,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,18.140.52.84,polling.18.140.52.84,False,,False,2986,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,69,,,True,77,,,True,110,220 collaborator-appsec.grabsecurity.com Burp Collaborator Server ready,,True,159,220 collaborator-appsec.grabsecurity.com Burp Collaborator Server ready,,False,789,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '18.140.52.84'. (_ssl.c:992)",True,200,127,Burp Collaborator https://burpcollaborator.net/,,,True,200,1313,Burp Collaborator https://burpcollaborator.net/,,,False,,5,,,"HTTPConnectionPool(host='polling.18.140.52.84', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.18.140.52.84', port=80): Failed to resolve 'polling.18.140.52.84' ([Errno 11001] getaddrinfo failed)""))",False,,5,,,"HTTPSConnectionPool(host='polling.18.140.52.84', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.18.140.52.84', port=443): Failed to resolve 'polling.18.140.52.84' ([Errno 11001] getaddrinfo failed)""))"
https://no.collaborator.fi,no.collaborator.fi,通过但有警告,11,12,1,91.67,False,tcp:53,True,3.255.24.167,polling.no.collaborator.fi,True,3.255.24.167,False,3491,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,276,,,True,358,,,True,605,220 no.collaborator.fi Burp Collaborator Server ready,,True,585,220 no.collaborator.fi Burp Collaborator Server ready,,True,2585,220 no.collaborator.fi Burp Collaborator Server ready,,True,200,785,Burp Collaborator https://burpcollaborator.net/,,,True,200,2825,Burp Collaborator https://burpcollaborator.net/,,,True,200,658,Burp Collaborator https://burpcollaborator.net/,,,True,200,2293,Burp Collaborator https://burpcollaborator.net/,,
https://swat.outpost24.com,swat.outpost24.com,失败,9,12,3,75.0,False,tcp:53|polling_http|polling_https,True,91.216.32.142,polling.swat.outpost24.com,True,91.216.32.141,False,3861,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,408,,,True,1011,,,True,2469,220 swat.outpost24.com Burp Collaborator Server ready,,True,964,220 swat.outpost24.com Burp Collaborator Server ready,,True,3223,220 swat.outpost24.com Burp Collaborator Server ready,,True,200,1187,Burp Collaborator https://burpcollaborator.net/,,,True,200,5264,Burp Collaborator https://burpcollaborator.net/,,,False,,6208,,,"HTTPConnectionPool(host='polling.swat.outpost24.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='polling.swat.outpost24.com', port=80) at 0x202c4dea690>, 'Connection to polling.swat.outpost24.com timed out. (connect timeout=6.0)'))",False,,7009,,,"HTTPSConnectionPool(host='polling.swat.outpost24.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='polling.swat.outpost24.com', port=443) at 0x202c4f39e90>, 'Connection to polling.swat.outpost24.com timed out. (connect timeout=6.0)'))"
https://form3-infosec.com,form3-infosec.com,通过但有警告,11,12,1,91.67,False,tcp:53,True,18.130.37.164,polling.form3-infosec.com,True,18.130.37.164,False,3866,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,359,,,True,1100,,,True,1542,220 form3-infosec.com Burp Collaborator Server ready,,True,504,220 form3-infosec.com Burp Collaborator Server ready,,True,2225,220 form3-infosec.com Burp Collaborator Server ready,,True,200,3153,Burp Collaborator https://burpcollaborator.net/,,,True,200,3425,Burp Collaborator https://burpcollaborator.net/,,,True,200,683,Burp Collaborator https://burpcollaborator.net/,,,True,200,2721,Burp Collaborator https://burpcollaborator.net/,,
https://18.134.48.92,18.134.48.92,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,18.134.48.92,polling.18.134.48.92,False,,False,3376,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,333,,,True,220,,,True,710,220 burp-ctr.schellman.info Burp Collaborator Server ready,,True,546,220 burp-ctr.schellman.info Burp Collaborator Server ready,,False,1917,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '18.134.48.92'. (_ssl.c:992)",True,200,428,Burp Collaborator https://burpcollaborator.net/,,,True,200,2243,Burp Collaborator https://burpcollaborator.net/,,,False,,726,,,"HTTPConnectionPool(host='polling.18.134.48.92', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.18.134.48.92', port=80): Failed to resolve 'polling.18.134.48.92' ([Errno 11001] getaddrinfo failed)""))",False,,172,,,"HTTPSConnectionPool(host='polling.18.134.48.92', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.18.134.48.92', port=443): Failed to resolve 'polling.18.134.48.92' ([Errno 11001] getaddrinfo failed)""))"
https://bc.ukpt.uk,bc.ukpt.uk,通过但有警告,11,12,1,91.67,False,tcp:53,True,81.145.232.113,polling.bc.ukpt.uk,True,81.145.232.113,False,7240,,timed out,True,376,,,True,1452,,,True,554,220 bc.ukpt.uk Burp Collaborator Server ready,,True,476,220 bc.ukpt.uk Burp Collaborator Server ready,,True,3076,220 bc.ukpt.uk Burp Collaborator Server ready,,True,200,631,Burp Collaborator https://burpcollaborator.net/,,,True,200,2518,Burp Collaborator https://burpcollaborator.net/,,,True,200,1138,Burp Collaborator https://burpcollaborator.net/,,,True,200,4786,Burp Collaborator https://burpcollaborator.net/,,
www.ux6.me,www.ux6.me,失败,0,12,12,0.0,False,dns|polling_dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https|polling_http|polling_https,False,,polling.www.ux6.me,False,,False,13089,,[Errno 11002] getaddrinfo failed,False,11506,,[Errno 11002] getaddrinfo failed,False,11738,,[Errno 11002] getaddrinfo failed,False,11441,,[Errno 11002] getaddrinfo failed,False,11700,,[Errno 11002] getaddrinfo failed,False,10636,,[Errno 11002] getaddrinfo failed,False,,10142,,,"HTTPConnectionPool(host='www.ux6.me', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.ux6.me', port=80): Failed to resolve 'www.ux6.me' ([Errno 11002] getaddrinfo failed)""))",False,,10832,,,"HTTPSConnectionPool(host='www.ux6.me', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.ux6.me', port=443): Failed to resolve 'www.ux6.me' ([Errno 11002] getaddrinfo failed)""))",False,,11819,,,"HTTPConnectionPool(host='polling.www.ux6.me', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.www.ux6.me', port=80): Failed to resolve 'polling.www.ux6.me' ([Errno 11001] getaddrinfo failed)""))",False,,10977,,,"HTTPSConnectionPool(host='polling.www.ux6.me', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.www.ux6.me', port=443): Failed to resolve 'polling.www.ux6.me' ([Errno 11002] getaddrinfo failed)""))"
https://18.169.79.77,18.169.79.77,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,18.169.79.77,polling.18.169.79.77,False,,False,3307,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,455,,,True,414,,,True,443,220 b.cynlab.uk Burp Collaborator Server ready,,True,983,220 b.cynlab.uk Burp Collaborator Server ready,,False,1216,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '18.169.79.77'. (_ssl.c:992)",True,200,1671,Burp Collaborator https://burpcollaborator.net/,,,True,200,2965,Burp Collaborator https://burpcollaborator.net/,,,False,,2072,,,"HTTPConnectionPool(host='polling.18.169.79.77', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.18.169.79.77', port=80): Failed to resolve 'polling.18.169.79.77' ([Errno 11001] getaddrinfo failed)""))",False,,671,,,"HTTPSConnectionPool(host='polling.18.169.79.77', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.18.169.79.77', port=443): Failed to resolve 'polling.18.169.79.77' ([Errno 11001] getaddrinfo failed)""))"
