输入值,主机,结论,通过项数,总项数,失败项数,通过率(%),全绿,失败项列表,DNS成功,解析IP列表,端口53成功,端口53耗时毫秒,端口53Banner,端口53错误,端口80成功,端口80耗时毫秒,端口80Banner,端口80错误,端口443成功,端口443耗时毫秒,端口443Banner,端口443错误,端口25成功,端口25耗时毫秒,端口25Banner,端口25错误,端口587成功,端口587耗时毫秒,端口587Banner,端口587错误,端口465成功,端口465耗时毫秒,端口465Banner,端口465错误,HTTP成功,HTTP状态码,HTTP耗时毫秒,HTTP服务器,HTTP标题,HTTP错误,HTTPS成功,HTTPS状态码,HTTPS耗时毫秒,HTTPS服务器,HTTPS标题,HTTPS错误
https://www.telemetry-hosts.com,www.telemetry-hosts.com,失败,0,9,9,0.0,False,dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,False,,False,8902,,[Errno 11002] getaddrinfo failed,False,11104,,[Errno 11001] getaddrinfo failed,False,8857,,[Errno 11002] getaddrinfo failed,False,11142,,[Errno 11001] getaddrinfo failed,False,10100,,[Errno 11002] getaddrinfo failed,False,13022,,[Errno 11002] getaddrinfo failed,False,,12946,,,"HTTPConnectionPool(host='www.telemetry-hosts.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.telemetry-hosts.com', port=80): Failed to resolve 'www.telemetry-hosts.com' ([Errno 11002] getaddrinfo failed)""))",False,,11153,,,"HTTPSConnectionPool(host='www.telemetry-hosts.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.telemetry-hosts.com', port=443): Failed to resolve 'www.telemetry-hosts.com' ([Errno 11001] getaddrinfo failed)""))"
https://collab.urmcyber.xyz,collab.urmcyber.xyz,失败,0,9,9,0.0,False,dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,False,,False,9636,,[Errno 11002] getaddrinfo failed,False,11079,,[Errno 11002] getaddrinfo failed,False,10625,,[Errno 11002] getaddrinfo failed,False,10332,,[Errno 11002] getaddrinfo failed,False,11809,,[Errno 11001] getaddrinfo failed,False,9646,,[Errno 11002] getaddrinfo failed,False,,12266,,,"HTTPConnectionPool(host='collab.urmcyber.xyz', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='collab.urmcyber.xyz', port=80): Failed to resolve 'collab.urmcyber.xyz' ([Errno 11001] getaddrinfo failed)""))",False,,8937,,,"HTTPSConnectionPool(host='collab.urmcyber.xyz', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='collab.urmcyber.xyz', port=443): Failed to resolve 'collab.urmcyber.xyz' ([Errno 11002] getaddrinfo failed)""))"
https://fortifyondemand.info,fortifyondemand.info,通过但有警告,8,9,1,88.89,False,tcp:53,True,34.209.194.39,False,2932,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,176,,,True,189,,,True,400,220 fortifyondemand.info Burp Collaborator Server ready,,True,365,220 fortifyondemand.info Burp Collaborator Server ready,,True,1260,220 fortifyondemand.info Burp Collaborator Server ready,,True,200,367,Burp Collaborator https://burpcollaborator.net/,,,True,200,1058,Burp Collaborator https://burpcollaborator.net/,,
https://www.fortifyondemand.info,www.fortifyondemand.info,通过但有警告,8,9,1,88.89,False,tcp:53,True,34.209.194.39,False,2925,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,199,,,True,306,,,True,365,220 fortifyondemand.info Burp Collaborator Server ready,,True,894,220 fortifyondemand.info Burp Collaborator Server ready,,True,1093,220 fortifyondemand.info Burp Collaborator Server ready,,True,200,393,Burp Collaborator https://burpcollaborator.net/,,,True,200,1003,Burp Collaborator https://burpcollaborator.net/,,
https://18.231.140.168,18.231.140.168,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,18.231.140.168,False,3636,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,332,,,True,385,,,True,659,220 coll.vultus.info Burp Collaborator Server ready,,True,687,220 coll.vultus.info Burp Collaborator Server ready,,False,2090,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '18.231.140.168'. (_ssl.c:992)",True,200,732,Burp Collaborator https://burpcollaborator.net/,,,True,200,1459,Burp Collaborator https://burpcollaborator.net/,,
34.205.242.255,34.205.242.255,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,34.205.242.255,False,6025,,timed out,True,232,,,True,269,,,True,477,220 coallaborator.net Burp Collaborator Server ready,,True,519,220 coallaborator.net Burp Collaborator Server ready,,False,612,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '34.205.242.255'. (_ssl.c:992)",True,200,613,Burp Collaborator https://burpcollaborator.net/,,,True,200,1077,Burp Collaborator https://burpcollaborator.net/,,
https://burp.eh.orangecyberdefense.com,burp.eh.orangecyberdefense.com,通过但有警告,8,9,1,88.89,False,tcp:53,True,194.206.77.18,False,3045,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,211,,,True,193,,,True,500,220 burp.eh.orangecyberdefense.com Burp Collaborator Server ready,,True,599,220 burp.eh.orangecyberdefense.com Burp Collaborator Server ready,,True,1515,220 burp.eh.orangecyberdefense.com Burp Collaborator Server ready,,True,200,473,Burp Collaborator https://burpcollaborator.net/,,,True,200,973,Burp Collaborator https://burpcollaborator.net/,,
https://collab.rara-af.fi,collab.rara-af.fi,通过但有警告,8,9,1,88.89,False,tcp:53,True,185.20.136.109,False,3737,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,336,,,True,341,,,True,814,220 collab.rara-af.fi Burp Collaborator Server ready,,True,669,220 collab.rara-af.fi Burp Collaborator Server ready,,True,1704,220 collab.rara-af.fi Burp Collaborator Server ready,,True,200,735,Burp Collaborator https://burpcollaborator.net/,,,True,200,1480,Burp Collaborator https://burpcollaborator.net/,,
https://collaborator01.optivlabs.com,collaborator01.optivlabs.com,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,168.215.65.90,False,2991,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,201,,,True,290,,,True,372,220 collaborator01.optivlabs.com Burp Collaborator Server ready,,True,384,220 collaborator01.optivlabs.com Burp Collaborator Server ready,,False,665,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'collaborator01.optivlabs.com'. (_ssl.c:992)",True,200,453,Burp Collaborator https://burpcollaborator.net/,,,True,200,2264,Burp Collaborator https://burpcollaborator.net/,,
https://burp.triaxiomsecurity.com,burp.triaxiomsecurity.com,通过但有警告,8,9,1,88.89,False,tcp:53,True,104.236.229.66,False,6011,,timed out,True,239,,,True,245,,,True,487,220 burp.triaxiomsecurity.com Burp Collaborator Server ready,,True,468,220 burp.triaxiomsecurity.com Burp Collaborator Server ready,,True,1240,220 burp.triaxiomsecurity.com Burp Collaborator Server ready,,True,200,631,Burp Collaborator https://burpcollaborator.net/,,,True,200,1535,Burp Collaborator https://burpcollaborator.net/,,
https://collaborator.services.armadin.net,collaborator.services.armadin.net,通过但有警告,8,9,1,88.89,False,tcp:53,True,136.114.0.95,False,6037,,timed out,True,277,,,True,265,,,True,528,220 collaborator.services.armadin.net Burp Collaborator Server ready,,True,556,220 collaborator.services.armadin.net Burp Collaborator Server ready,,True,1419,220 collaborator.services.armadin.net Burp Collaborator Server ready,,True,200,661,Burp Collaborator https://burpcollaborator.net/,,,True,200,1204,Burp Collaborator https://burpcollaborator.net/,,
https://techsightlab.com,techsightlab.com,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,164.92.135.94,False,6105,,timed out,True,255,,,True,272,,,True,524,220 techsightlab.com Burp Collaborator Server ready,,True,516,220 techsightlab.com Burp Collaborator Server ready,,False,711,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'techsightlab.com'. (_ssl.c:992)",True,200,525,Burp Collaborator https://burpcollaborator.net/,,,True,200,881,Burp Collaborator https://burpcollaborator.net/,,
https://52.3.183.82,52.3.183.82,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,52.3.183.82,False,3139,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,226,,,True,227,,,True,446,220 oast.soteria-offsec.io Burp Collaborator Server ready,,True,461,220 oast.soteria-offsec.io Burp Collaborator Server ready,,False,1008,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '52.3.183.82'. (_ssl.c:992)",True,200,467,Burp Collaborator https://burpcollaborator.net/,,,True,200,1108,Burp Collaborator https://burpcollaborator.net/,,
https://oast.soteria-offsec.io,oast.soteria-offsec.io,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,52.3.183.82,False,3152,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,301,,,True,222,,,True,468,220 oast.soteria-offsec.io Burp Collaborator Server ready,,True,471,220 oast.soteria-offsec.io Burp Collaborator Server ready,,False,1067,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'oast.soteria-offsec.io'. (_ssl.c:992)",True,200,456,Burp Collaborator https://burpcollaborator.net/,,,True,200,2128,Burp Collaborator https://burpcollaborator.net/,,
https://www.techsightlab.com,www.techsightlab.com,通过但有警告,8,9,1,88.89,False,tcp:53,True,164.92.135.94,False,6011,,timed out,True,261,,,True,253,,,True,530,220 techsightlab.com Burp Collaborator Server ready,,True,499,220 techsightlab.com Burp Collaborator Server ready,,True,1258,220 techsightlab.com Burp Collaborator Server ready,,True,200,532,Burp Collaborator https://burpcollaborator.net/,,,True,200,963,Burp Collaborator https://burpcollaborator.net/,,
https://collaborator.chaosgnome.ninja,collaborator.chaosgnome.ninja,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,44.230.244.199,False,6056,,timed out,True,181,,,True,254,,,True,351,220 collaborator.chaosgnome.ninja Burp Collaborator Server ready,,True,477,220 collaborator.chaosgnome.ninja Burp Collaborator Server ready,,False,618,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'collaborator.chaosgnome.ninja'. (_ssl.c:992)",True,200,449,Burp Collaborator https://burpcollaborator.net/,,,True,200,776,Burp Collaborator https://burpcollaborator.net/,,
https://coll.vultus.info,coll.vultus.info,通过但有警告,8,9,1,88.89,False,tcp:53,True,18.231.140.168,False,6135,,timed out,True,515,,,True,410,,,True,754,220 coll.vultus.info Burp Collaborator Server ready,,True,698,220 coll.vultus.info Burp Collaborator Server ready,,True,1793,220 coll.vultus.info Burp Collaborator Server ready,,True,200,649,Burp Collaborator https://burpcollaborator.net/,,,True,200,1594,Burp Collaborator https://burpcollaborator.net/,,
https://www.brexhax.com,www.brexhax.com,通过,9,9,0,100.0,True,,True,143.244.211.161,True,170,,,True,154,,,True,163,,,True,306,220 brexhax.com Burp Collaborator Server ready,,True,334,220 brexhax.com Burp Collaborator Server ready,,True,1021,220 brexhax.com Burp Collaborator Server ready,,True,200,326,nginx/1.27.4,,,True,200,674,nginx/1.27.4,,
https://lab.pingbackmetrics.com,lab.pingbackmetrics.com,失败,2,9,7,22.22,False,tcp:53|tcp:80|tcp:443|tcp:587|tcp:465|http|https,True,37.220.220.106|37.220.220.107,False,12017,,timed out,False,12017,,timed out,False,13248,,timed out,True,15946,,,False,14447,,timed out,False,13040,,timed out,False,,10365,,,"HTTPConnectionPool(host='lab.pingbackmetrics.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='lab.pingbackmetrics.com', port=80): Failed to resolve 'lab.pingbackmetrics.com' ([Errno 11002] getaddrinfo failed)""))",False,,12303,,,"HTTPSConnectionPool(host='lab.pingbackmetrics.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='lab.pingbackmetrics.com', port=443) at 0x18879e70e90>, 'Connection to lab.pingbackmetrics.com timed out. (connect timeout=6.0)'))"
x.brexhax.com,x.brexhax.com,通过,9,9,0,100.0,True,,True,143.244.211.161,True,264,,,True,162,,,True,156,,,True,323,220 brexhax.com Burp Collaborator Server ready,,True,328,220 brexhax.com Burp Collaborator Server ready,,True,913,220 brexhax.com Burp Collaborator Server ready,,True,200,333,nginx/1.27.4,,,True,200,605,nginx/1.27.4,,
47.128.249.247,47.128.249.247,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,47.128.249.247,False,2299,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,50,,,True,54,,,True,144,220 burp.cf.stagmoon.net Burp Collaborator Server ready,,True,108,220 burp.cf.stagmoon.net Burp Collaborator Server ready,,False,376,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '47.128.249.247'. (_ssl.c:992)",True,200,106,Burp Collaborator https://burpcollaborator.net/,,,True,200,337,Burp Collaborator https://burpcollaborator.net/,,
173.248.144.57,173.248.144.57,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,173.248.144.57,False,2961,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,3078,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,2986,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,192,,[WinError 10054] 远程主机强迫关闭了一个现有的连接。,False,3052,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,3022,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,,3005,,,"HTTPConnectionPool(host='173.248.144.57', port=80): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPConnection(host='173.248.144.57', port=80): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。""))",False,,3331,,,"HTTPSConnectionPool(host='173.248.144.57', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='173.248.144.57', port=443): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。""))"
b.vapt.team,b.vapt.team,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,157.245.156.207,False,3960,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,357,,,True,336,,,True,676,220 b.vapt.team Burp Collaborator Server ready,,True,682,220 b.vapt.team Burp Collaborator Server ready,,False,1322,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:992),True,200,1697,Burp Collaborator https://burpcollaborator.net/,,,True,200,1776,Burp Collaborator https://burpcollaborator.net/,,
https://34.254.124.17,34.254.124.17,失败,2,9,7,22.22,False,tcp:53|tcp:80|tcp:443|tcp:587|tcp:465|http|https,True,34.254.124.17,False,6006,,timed out,False,6014,,timed out,False,6045,,timed out,True,6160,,,False,6015,,timed out,False,6011,,timed out,False,,6012,,,"HTTPConnectionPool(host='34.254.124.17', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='34.254.124.17', port=80) at 0x18879e35090>, 'Connection to 34.254.124.17 timed out. (connect timeout=6.0)'))",False,,6008,,,"HTTPSConnectionPool(host='34.254.124.17', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='34.254.124.17', port=443) at 0x18879e2d190>, 'Connection to 34.254.124.17 timed out. (connect timeout=6.0)'))"
https://c.act1on3.ru,c.act1on3.ru,失败,0,9,9,0.0,False,dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,False,,False,11802,,[Errno 11002] getaddrinfo failed,False,11030,,[Errno 11002] getaddrinfo failed,False,11041,,[Errno 11002] getaddrinfo failed,False,10459,,[Errno 11002] getaddrinfo failed,False,9154,,[Errno 11002] getaddrinfo failed,False,10517,,[Errno 11002] getaddrinfo failed,False,,9313,,,"HTTPConnectionPool(host='c.act1on3.ru', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='c.act1on3.ru', port=80): Failed to resolve 'c.act1on3.ru' ([Errno 11002] getaddrinfo failed)""))",False,,9826,,,"HTTPSConnectionPool(host='c.act1on3.ru', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='c.act1on3.ru', port=443): Failed to resolve 'c.act1on3.ru' ([Errno 11002] getaddrinfo failed)""))"
151.145.200.242,151.145.200.242,失败,2,9,7,22.22,False,tcp:53|tcp:80|tcp:443|tcp:587|tcp:465|http|https,True,151.145.200.242,False,6001,,timed out,False,6007,,timed out,False,6014,,timed out,True,6010,,,False,6001,,timed out,False,6008,,timed out,False,,6009,,,"HTTPConnectionPool(host='151.145.200.242', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='151.145.200.242', port=80) at 0x18879e21250>, 'Connection to 151.145.200.242 timed out. (connect timeout=6.0)'))",False,,6012,,,"HTTPSConnectionPool(host='151.145.200.242', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='151.145.200.242', port=443) at 0x18879de2c50>, 'Connection to 151.145.200.242 timed out. (connect timeout=6.0)'))"
https://158.180.234.182,158.180.234.182,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,158.180.234.182,False,6010,,timed out,False,3477,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,3516,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,6014,,timed out,False,6016,,timed out,False,6009,,timed out,False,,3718,,,"HTTPConnectionPool(host='158.180.234.182', port=80): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPConnection(host='158.180.234.182', port=80): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。""))",False,,3508,,,"HTTPSConnectionPool(host='158.180.234.182', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='158.180.234.182', port=443): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。""))"
151.145.200.206,151.145.200.206,失败,2,9,7,22.22,False,tcp:53|tcp:80|tcp:443|tcp:587|tcp:465|http|https,True,151.145.200.206,False,6009,,timed out,False,6002,,timed out,False,6011,,timed out,True,6026,,,False,6006,,timed out,False,6011,,timed out,False,,6010,,,"HTTPConnectionPool(host='151.145.200.206', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='151.145.200.206', port=80) at 0x18879d25450>, 'Connection to 151.145.200.206 timed out. (connect timeout=6.0)'))",False,,6002,,,"HTTPSConnectionPool(host='151.145.200.206', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='151.145.200.206', port=443) at 0x18879e24a90>, 'Connection to 151.145.200.206 timed out. (connect timeout=6.0)'))"
151.145.202.73,151.145.202.73,失败,2,9,7,22.22,False,tcp:53|tcp:80|tcp:443|tcp:587|tcp:465|http|https,True,151.145.202.73,False,6012,,timed out,False,6002,,timed out,False,6013,,timed out,True,6009,,,False,6004,,timed out,False,6002,,timed out,False,,6012,,,"HTTPConnectionPool(host='151.145.202.73', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='151.145.202.73', port=80) at 0x18879e60a10>, 'Connection to 151.145.202.73 timed out. (connect timeout=6.0)'))",False,,6002,,,"HTTPSConnectionPool(host='151.145.202.73', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='151.145.202.73', port=443) at 0x18879e26bd0>, 'Connection to 151.145.202.73 timed out. (connect timeout=6.0)'))"
151.145.200.146,151.145.200.146,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,151.145.200.146,False,6007,,timed out,False,6002,,timed out,False,6000,,timed out,False,6005,,timed out,False,6006,,timed out,False,6001,,timed out,False,,6010,,,"HTTPConnectionPool(host='151.145.200.146', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='151.145.200.146', port=80) at 0x18879e37bd0>, 'Connection to 151.145.200.146 timed out. (connect timeout=6.0)'))",False,,6005,,,"HTTPSConnectionPool(host='151.145.200.146', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='151.145.200.146', port=443) at 0x18879e54fd0>, 'Connection to 151.145.200.146 timed out. (connect timeout=6.0)'))"
89.145.164.125,89.145.164.125,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,89.145.164.125,False,6005,,timed out,False,6009,,timed out,False,6011,,timed out,False,6004,,timed out,False,6008,,timed out,False,6013,,timed out,False,,6077,,,"HTTPConnectionPool(host='89.145.164.125', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='89.145.164.125', port=80) at 0x18879e19290>, 'Connection to 89.145.164.125 timed out. (connect timeout=6.0)'))",False,,6006,,,"HTTPSConnectionPool(host='89.145.164.125', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='89.145.164.125', port=443) at 0x18879e72ed0>, 'Connection to 89.145.164.125 timed out. (connect timeout=6.0)'))"
151.145.200.124,151.145.200.124,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,151.145.200.124,False,6014,,timed out,False,6006,,timed out,False,6015,,timed out,False,6001,,timed out,False,6009,,timed out,False,6016,,timed out,False,,6018,,,"HTTPConnectionPool(host='151.145.200.124', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='151.145.200.124', port=80) at 0x18879e1b150>, 'Connection to 151.145.200.124 timed out. (connect timeout=6.0)'))",False,,6077,,,"HTTPSConnectionPool(host='151.145.200.124', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='151.145.200.124', port=443) at 0x18879de7510>, 'Connection to 151.145.200.124 timed out. (connect timeout=6.0)'))"
194.182.188.38,194.182.188.38,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,194.182.188.38,False,6074,,timed out,False,6005,,timed out,False,6011,,timed out,False,6001,,timed out,False,6010,,timed out,False,6002,,timed out,False,,6016,,,"HTTPConnectionPool(host='194.182.188.38', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='194.182.188.38', port=80) at 0x18879de0e90>, 'Connection to 194.182.188.38 timed out. (connect timeout=6.0)'))",False,,6003,,,"HTTPSConnectionPool(host='194.182.188.38', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='194.182.188.38', port=443) at 0x18879e35090>, 'Connection to 194.182.188.38 timed out. (connect timeout=6.0)'))"
https://burp.tvmglobal.com,burp.tvmglobal.com,通过但有警告,7,9,2,77.78,False,tcp:53|https,True,88.208.96.173,False,2970,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,199,,,True,215,,,True,480,220 burp.tvmglobal.com Burp Collaborator Server ready,,True,470,220 burp.tvmglobal.com Burp Collaborator Server ready,,True,1478,220 burp.tvmglobal.com Burp Collaborator Server ready,,True,200,739,Burp Collaborator https://burpcollaborator.net/,,,False,,890,,,"('Connection aborted.', ConnectionAbortedError(10053, '你的主机中的软件中止了一个已建立的连接。', None, 10053, None))"
https://52.41.201.69,52.41.201.69,失败,3,9,6,33.33,False,tcp:53|tcp:25|tcp:587|tcp:465|http|https,True,52.41.201.69,False,3030,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,285,,,True,469,,,False,0,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,0,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,0,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,,2,,,"HTTPConnectionPool(host='52.41.201.69', port=80): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPConnection(host='52.41.201.69', port=80): Failed to establish a new connection: [WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。""))",False,,4,,,"HTTPSConnectionPool(host='52.41.201.69', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='52.41.201.69', port=443): Failed to establish a new connection: [WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。""))"
https://51.222.27.40,51.222.27.40,失败,2,9,7,22.22,False,tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,51.222.27.40,True,302,,,False,4009,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,0,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,0,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,0,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,1,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,,3,,,"HTTPConnectionPool(host='51.222.27.40', port=80): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPConnection(host='51.222.27.40', port=80): Failed to establish a new connection: [WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。""))",False,,41,,,"HTTPSConnectionPool(host='51.222.27.40', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='51.222.27.40', port=443): Failed to establish a new connection: [WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。""))"
52.65.148.12,52.65.148.12,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,52.65.148.12,False,1,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,2,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,12,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,0,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,0,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,20,,[WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。,False,,7,,,"HTTPConnectionPool(host='52.65.148.12', port=80): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPConnection(host='52.65.148.12', port=80): Failed to establish a new connection: [WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。""))",False,,2,,,"HTTPSConnectionPool(host='52.65.148.12', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='52.65.148.12', port=443): Failed to establish a new connection: [WinError 10051] 向一个无法连接的网络尝试了一个套接字操作。""))"
https://collaborator.nviso.tools,collaborator.nviso.tools,失败,0,9,9,0.0,False,dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,False,,False,1,,[Errno 11001] getaddrinfo failed,False,1,,[Errno 11001] getaddrinfo failed,False,1,,[Errno 11001] getaddrinfo failed,False,1,,[Errno 11001] getaddrinfo failed,False,0,,[Errno 11001] getaddrinfo failed,False,0,,[Errno 11001] getaddrinfo failed,False,,10,,,"HTTPConnectionPool(host='collaborator.nviso.tools', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='collaborator.nviso.tools', port=80): Failed to resolve 'collaborator.nviso.tools' ([Errno 11001] getaddrinfo failed)""))",False,,3,,,"HTTPSConnectionPool(host='collaborator.nviso.tools', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='collaborator.nviso.tools', port=443): Failed to resolve 'collaborator.nviso.tools' ([Errno 11001] getaddrinfo failed)""))"
